epoch,accuracy,learning_rate,loss,top5,val_accuracy,val_loss,val_top5
0,0.9348571300506592,9.999999747378752e-06,0.2178112417459488,0.9959999918937683,0.7226666808128357,1.070434808731079,0.9573333263397217
1,0.9485714435577393,9.999999747378752e-06,0.1825791597366333,0.9988571405410767,0.7039999961853027,1.0802680253982544,0.9520000219345093
2,0.9474285840988159,9.999999747378752e-06,0.19057944416999817,0.9971428513526917,0.7306666374206543,1.0684428215026855,0.9520000219345093
3,0.9599999785423279,9.999999747378752e-06,0.1570565551519394,0.9971428513526917,0.7173333168029785,1.0805991888046265,0.9546666741371155
4,0.9577142596244812,9.999999747378752e-06,0.16198138892650604,0.9977142810821533,0.7226666808128357,1.0836057662963867,0.9573333263397217
5,0.9599999785423279,4.999999873689376e-06,0.16116222739219666,0.9977142810821533,0.7200000286102295,1.098387360572815,0.9466666579246521
