epoch,accuracy,learning_rate,loss,top5,val_accuracy,val_loss,val_top5
0,0.666857123374939,9.999999747378752e-06,1.1178622245788574,0.9165714383125305,0.653333306312561,1.1654443740844727,0.9066666960716248
1,0.7205714583396912,9.999999747378752e-06,0.9604746103286743,0.9297142624855042,0.656000018119812,1.1644054651260376,0.909333348274231
2,0.7177143096923828,9.999999747378752e-06,0.9076546430587769,0.9428571462631226,0.656000018119812,1.171762228012085,0.9146666526794434
3,0.7400000095367432,9.999999747378752e-06,0.8365467190742493,0.9520000219345093,0.6506666541099548,1.1719237565994263,0.9173333048820496
4,0.7639999985694885,4.999999873689376e-06,0.8155137896537781,0.9502857327461243,0.6613333225250244,1.170477032661438,0.9173333048820496
5,0.7760000228881836,4.999999873689376e-06,0.7315998077392578,0.9714285731315613,0.653333306312561,1.1655374765396118,0.9066666960716248
6,0.7554285526275635,2.499999936844688e-06,0.8055246472358704,0.9617142677307129,0.6506666541099548,1.1636167764663696,0.9039999842643738
7,0.7639999985694885,2.499999936844688e-06,0.7880905270576477,0.9565714001655579,0.653333306312561,1.161444067955017,0.9066666960716248
